LOCN_NBR,STORE_NAME,BIS_NM,ADR,ADDRESS,CTY,CITY,STE,ZIP,PHN,FAX,COM_PHN,HRS,LAT,LNG,DIRE,CD,LOGO,CST_SEV,CNTY,mon_opn,mon_cse,tue_opn,tue_cse,wed_opn,wed_cse,thu_opn,thu_cse,fri_opn,fri_cse,sat_opn,sat_cse,sun_opn,sun_cse,TIME_ZONE,showProductAisleNumber,showProductBayNumber,showMetaProducts,showStoreMapView,showInStockPageView,showProductLocations,leadCaptureEnabled,,,,,,,,,,,,,,,,,,,,,
2520,Newberry Lowe's,"LOWE'S OF NEWBERRY, SC",2911 MAIN STREET,2911 Main St,NEWBERRY,Newberry,SC,29108,(803) 405-7061,(803) 405-7064,(803) 405-7089,,34.28410839,-81.59009796,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,09.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2521,Brenham Lowe's,"LOWE'S OF BRENHAM, TX",2750 HIGHWAY 36 SOUTH,2750 Highway 36 South,BRENHAM,Brenham,TX,77833,(979) 337-6000,(979) 337-6003,(979) 337-6028,,30.13900353,-96.39767632,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,19.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2522,Lawrenceburg Lowe's,"LOWE'S OF LAWRENCEBURG, IN",970 WEST EADS PARKWAY,970 West Eads Pkwy,LAWRENCEBURG,Lawrenceburg,IN,47025,(812) 532-2400,(812) 532-2403,(812) 532-2428,,39.08407718,-84.87895735,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2523,Franklin Lowe's,"LOWE'S OF FRANKLIN, IN",2219 NORTH MORTON STREET,2219 North Morton St,FRANKLIN,Franklin,IN,46131,(317) 346-3400,(317) 346-3403,(317) 346-3428,,39.50510907,-86.06666666,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2524,Greenville Lowe's,"LOWE'S OF GREENVILLE, OH",1550 WAGNER AVENUE,1550 Wagner Ave,GREENVILLE,Greenville,OH,45331,(937) 547-2400,(937) 547-2403,(937) 547-2428,,40.12918382,-84.62050183,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2525,Alabaster Lowe's,"LOWE'S OF ALABASTER, AL",235 COLONIAL PROMENADE PARKWAY,235 Colonial Promenade Pkwy,ALABASTER,Alabaster,AL,35007,(205) 685-4060,(205) 685-4063,(205) 685-4088,,33.23141315,-86.80483993,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2526,Amherst Lowe's,"LOWE'S OF AMHERST, NH","124 ROUTE 101A, UNIT 15","124 Route 101A, Unit 15",AMHERST,Amherst,NH,3031,(603) 521-9241,(603) 521-9244,(603) 521-9269,,42.80822231,-71.56594863,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2527,Apache Junction Lowe's,"LOWE'S OF APACHE JUNCTION, AZ",1229 S. ELLSWORTH ROAD,1229 S. Ellsworth Rd,MESA,Mesa,AZ,85209,(480) 373-2440,(480) 373-2443,(480) 373-2468,,33.39231567,-111.630531,,N,,,US,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,05.00.00,22.00.00,07.00.00,20.00.00,America/Phoenix,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2528,Apple Valley Lowe's,"LOWE'S OF APPLE VALLEY, CA",12189 APPLE VALLEY ROAD,12189 Apple Valley Rd,APPLE VALLEY,Apple Valley,CA,92308,(760) 961-3000,(760) 961-3003,(760) 961-3028,,34.4726214,-117.2406865,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,20.00.00,America/Los_Angeles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2529,Arlington Heights Lowe's,"LOWE'S OF ARLINGTON HEIGHTS, IL",990 WEST ALGONQUIN ROAD,990 West Algonquin Rd,ARLINGTON HEIGHTS,Arlington Heights,IL,60005,(847) 637-4240,(847) 637-4243,(847) 637-4268,,42.05383136,-87.99533711,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2530,Bardstown Lowe's,"LOWE'S OF BARDSTOWN, KY",3790 EAST JOHN ROWAN BOULEVARD,3790 East John Rowan Blvd,BARDSTOWN,Bardstown,KY,40004,(502) 349-7482,(502) 349-7485,(502) 349-7510,,37.80006473,-85.4315857,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,09.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2531,Bartow Lowe's,"LOWE'S OF BARTOW, FL",425 EAST VAN FLEET DRIVE,425 East Van Fleet Dr,BARTOW,Bartow,FL,33830,(863) 519-4000,(863) 519-4003,(863) 519-4028,,27.90281518,-81.8392862,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,07.00.00,21.00.00,08.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2532,Big Rapids Lowe's,"LOWE'S OF BIG RAPIDS, MI",21555 PERRY AVENUE,21555 Perry Ave,BIG RAPIDS,Big Rapids,MI,49307,(231) 580-2000,(231) 580-2003,(231) 580-2028,,43.68637317,-85.51527367,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2533,Bismarck Lowe's,"LOWE'S OF BISMARCK, ND",1401 CENTURY AVENUE WEST,1401 Century Ave West,BISMARCK,Bismarck,ND,58503,(701) 934-9000,(701) 934-9003,(701) 934-9028,,46.83125719,-100.813513,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,12.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2534,Blytheville Lowe's,"LOWE'S OF BLYTHEVILLE, AR",3790 EAST MAIN STREET,3790 East Main St,BLYTHEVILLE,Blytheville,AR,72315,(870) 776-6000,(870) 776-6003,(870) 776-6028,,35.93062503,-89.86841853,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,19.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2535,Bolingbrook Lowe's,"LOWE'S OF BOLINGBROOK, IL",245 SOUTH WEBER ROAD,245 South Weber Rd,BOLINGBROOK,Bolingbrook,IL,60490,(630) 343-3000,(630) 343-3003,(630) 343-3028,,41.6933912,-88.12566117,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2536,Brunswick Lowe's,"LOWE'S OF BRUNSWICK, ME",250 BATH ROAD,250 Bath Rd,BRUNSWICK,Brunswick,ME,4011,(207) 373-7016,(207) 373-7019,(207) 373-7044,,43.90819812,-69.90515771,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2537,Camden Lowe's,"LOWE'S OF CAMDEN, DE",516 WALMART DRIVE,516 Walmart Dr,CAMDEN,Camden,DE,19934,(302) 697-0700,(302) 697-0703,(302) 697-0728,,39.09660423,-75.54892699,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2538,Camillus Lowe's,"LOWE'S OF CAMILLUS, NY",5377 WEST GENESEE STREET,5377 West Genesee St,CAMILLUS,Camillus,NY,13031,(315) 350-2220,(315) 350-2223,(315) 350-2248,,43.03849364,-76.26951398,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2539,C. Albuquerque Lowe's,"LOWE'S OF C. ALBUQUERQUE, NM",2001 12TH STREET NW,2001 12th St NW,ALBUQUERQUE,Albuquerque,NM,87104,(505) 349-2462,(505) 349-2465,(505) 349-2490,,35.10762574,-106.6601715,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,20.00.00,America/Denver,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2540,C. Oklahoma City Lowe's,"LOWE'S OF C. OKLAHOMA CITY, OK",3801 NORTH MAY AVENUE,3801 North May Ave,OKLAHOMA CITY,Oklahoma City,OK,73112,(405) 246-1200,(405) 246-1203,(405) 246-1228,,35.51006042,-97.56713045,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2541,Cicero Lowe's,"LOWE'S OF CICERO, NY",5701 EAST CIRCLE DRIVE,5701 East Circle Dr,CICERO,Cicero,NY,13039,(315) 350-8961,(315) 350-8964,(315) 350-8989,,43.14911691,-76.12027574,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2542,Clarksville Lowe's,"LOWE'S OF CLARKSVILLE, IN",1350 VETERANS PARKWAY,1350 Veterans Pkwy,CLARKSVILLE,Clarksville,IN,47129,(812) 258-3100,(812) 258-3103,(812) 258-3128,,38.32756558,-85.75762979,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2543,Collierville Lowe's,"LOWE'S OF COLLIERVILLE, TN",425 NEW BYHALIA ROAD,425 New Byhalia Rd,COLLIERVILLE,Collierville,TN,38017,(901) 316-4000,(901) 316-4003,(901) 316-4028,,35.05168291,-89.68944088,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,08.00.00,19.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2544,Danbury Lowe's,"LOWE'S OF DANBURY, CT",67 EAGLE ROAD,67 Eagle Rd,DANBURY,Danbury,CT,6810,(203) 546-6962,(203) 546-6965,(203) 546-6990,,41.41811824,-73.41651156,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,21.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2545,Delavan Lowe's,"LOWE'S OF DELAVAN, WI",2015 EAST GENEVA STREET,2015 East Geneva St,DELAVAN,Delavan,WI,53115,(262) 740-2728,(262) 740-2731,(262) 740-2756,,42.63023742,-88.60785424,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2546,E. Fort Worth Lowe's,"LOWE'S OF E. FORT WORTH, TX",1111 EASTCHASE PARKWAY,1111 Eastchase Pkwy,FT. WORTH,Ft. Worth,TX,76120,(817) 276-5700,(817) 276-5703,(817) 276-5728,,32.7638293,-97.1659684,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2547,E. Palmdale Lowe's,"LOWE'S OF E. PALMDALE, CA",37080 47TH STREET EAST,37080 47th St East,PALMDALE,Palmdale,CA,93552,(661) 533-9900,(661) 533-9903,(661) 533-9928,,34.5570033,-118.0428485,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,21.00.00,America/Los_Angeles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2548,E. Spartanburg Lowe's,"LOWE'S OF E. SPARTANBURG, SC",2079 EAST MAIN STREET,2079 East Main St,SPARTANBURG,Spartanburg,SC,29307,(864) 596-4770,(864) 596-4773,(864) 596-4428,,34.97141127,-81.88394647,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2550,El Centro Lowe's,"LOWE'S OF EL CENTRO, CA",2053 NORTH IMPERIAL AVENUE,2053 North Imperial Ave,EL CENTRO,El Centro,CA,92243,(760) 337-6700,(760) 337-6703,(760) 337-6728,,32.81202929,-115.5675884,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,20.00.00,America/Los_Angeles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2551,Epping Lowe's,"LOWE'S OF EPPING, NH",36 FRESH RIVER ROAD,36 Fresh River Rd,EPPING,Epping,NH,3042,(603) 693-3000,(603) 693-3003,(603) 693-3028,,43.03134621,-71.06955812,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2552,Flemington - Raritan Lowe's,"LOWE'S OF FLEMINGTON - RARITAN, NJ",150 ROUTE 31,150 Route 31,FLEMINGTON,Flemington,NJ,8822,(908) 788-4470,(908) 788-4476,(908) 788-4498,,40.52711956,-74.85313634,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2553,Flowood Lowe's,"LOWE'S OF FLOWOOD, MS",120 RIDGE WAY,120 Ridge Way,FLOWOOD,Flowood,MS,39232,(601) 992-8475,(601) 992-8478,(601) 992-8503,,32.34082805,-90.07122682,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2554,Franklin Lowe's,"LOWE'S OF FRANKLIN, WI",7027 SOUTH 27TH STREET,7027 South 27th St,FRANKLIN,Franklin,WI,53132,(414) 281-2840,(414) 281-8535,(414) 281-8978,,42.91812039,-87.95250858,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2555,Front Royal Lowe's,"LOWE'S OF FRONT ROYAL, VA",80 RIVERTON COMMONS DRIVE,80 Riverton Commons Dr,FRONT ROYAL,Front Royal,VA,22630,(540) 305-2030,(540) 305-2033,(540) 305-2058,,38.96251229,-78.18706439,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2556,Santa Fe Lowe's,"LOWE'S OF SANTA FE, NM",3458 ZAFARANO ROAD,3458 Zafarano Rd,SANTA FE,Santa Fe,NM,87507,(505) 819-4080,(505) 819-4083,(505) 819-4108,,35.64363329,-106.0148985,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,07.00.00,20.00.00,America/Denver,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2557,Happy Valley Lowe's,"LOWE'S OF HAPPY VALLEY, AZ","2501 W. HAPPY VALLEY ROAD, BLDG 40","2501 W. Happy Valley Rd, Bldg 40",PHOENIX,Phoenix,AZ,85085,(623) 445-9840,(623) 445-9843,(623) 445-9868,,33.71091613,-112.1100273,,N,http://images.lowes.com/general/n/NRdiamond.gif,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,20.00.00,America/Phoenix,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2558,Henderson Lowe's,"LOWE'S OF HENDERSON, KY",2190 US HIGHWAY 60 EAST,2190 U.S. Highway 60 East,HENDERSON,Henderson,KY,42420,(270) 869-6500,(270) 869-6503,(270) 869-6528,,37.85855712,-87.56400265,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,19.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2559,Henderson Lowe's,"LOWE'S OF HENDERSON, TX",1603 US HIGHWAY 79 SOUTH,1603 U.S. Highway 79 South,HENDERSON,Henderson,TX,75654,(903) 722-2000,(903) 722-2003,(903) 722-2028,,32.13839195,-94.79528684,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,19.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2560,Kenosha Lowe's,"LOWE'S OF KENOSHA, WI",6500 GREEN BAY ROAD,6500 Green Bay Rd,KENOSHA,Kenosha,WI,53142,(262) 653-8770,(262) 653-8773,(262) 653-8798,,42.57539704,-87.88838572,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2561,Kent-midway Lowe's,"LOWE'S OF KENT-MIDWAY, WA",24050 PACIFIC HIGHWAY SOUTH,24050 Pacific Highway South,KENT,Kent,WA,98032,(206) 651-9036,(206) 651-9039,(206) 651-9064,,47.38571944,-122.2948812,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,21.00.00,America/Los_Angeles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2562,Lake Havasu Lowe's,"LOWE'S OF LAKE HAVASU, AZ",4000 HIGHWAY 95N,4000 Highway 95N,LAKE HAVASU CITY,Lake Havasu City,AZ,86404,(928) 764-2120,(928) 764-2123,(928) 764-2148,,34.54534198,-114.3528473,,N,,,US,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,06.00.00,21.00.00,07.00.00,19.00.00,America/Phoenix,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2563,Laurel Lowe's,"LOWE'S OF LAUREL, MS",1490 HIGHWAY 15 NORTH,1490 Highway 15 North,LAUREL,Laurel,MS,39440,(601) 399-4527,(601) 399-4530,(601) 399-4555,,31.70750473,-89.14995429,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,19.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2564,Laurinburg Lowe's,"LOWE'S OF LAURINBURG, NC",910 US 15-401 BY-PASS,910 U.S. 15-401 By-pass,LAURINBURG,Laurinburg,NC,28352,(910) 610-2365,(910) 610-2368,(910) 610-2393,,34.76145353,-79.47964381,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,09.00.00,19.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2565,Lebanon Lowe's,"LOWE'S OF LEBANON, MO",190 EAST HIGHWAY 32,190 East Highway 32,LEBANON,Lebanon,MO,65536,(417) 588-6970,(417) 588-6973,(417) 588-6998,,37.66575082,-92.64637064,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2566,Lehighton Lowe's,"LOWE'S OF LEHIGHTON, PA",1204 BLAKESLEE BLVD DRIVE EAST,1204 Blakeslee Blvd Dr East,LEHIGHTON,Lehighton,PA,18235,(570) 386-1960,(570) 386-1987,(570) 453-1528,,40.81696396,-75.73330902,,N,,,US,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,07.00.00,21.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2567,Little Elm Lowe's,"LOWE'S OF LITTLE ELM, TX",2773 EAST ELDORADO PARKWAY,2773 East Eldorado Pkwy,LITTLE ELM,Little Elm,TX,75068,(972) 963-4032,(972) 963-4035,(972) 963-4060,,33.18009869,-96.88885463,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/Chicago,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2568,Loveland Lowe's,"LOWE'S OF LOVELAND, CO",1355 SCULPTOR DRIVE,1355 Sculptor Dr,LOVELAND,Loveland,CO,80537,(970) 663-9910,(970) 663-9913,(970) 663-9938,,40.40537045,-105.0373913,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,07.00.00,20.00.00,America/Denver,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
2570,Lyon Township Lowe's,"LOWE'S OF LYON TOWNSHIP, MI",30547 LYON CENTER DRIVE EAST,30547 Lyon Center Dr East,NEW HUDSON,New Hudson,MI,48165,(248) 264-3000,(248) 264-3003,(248) 264-3028,,42.51455221,-83.61122422,,N,,,US,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,06.00.00,22.00.00,08.00.00,20.00.00,America/New_York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
